form,ingr,month,revenue
Gummy,Beta Alanine,sep,0.0
Softgels,Beta Alanine,sep,0.0
Tablets,Beta Alanine,sep,0.0
Capsules,Beta Alanine,sep,0.101182
Powder,Beta Alanine,sep,1.393718
Other,Beta Alanine,sep,0.0
Gummy,Hyaluronic_Acid,sep,0.035212
Softgels,Hyaluronic_Acid,sep,0.162751
Tablets,Hyaluronic_Acid,sep,0.543508
Capsules,Hyaluronic_Acid,sep,1.5413
Powder,Hyaluronic_Acid,sep,0.805418
Other,Hyaluronic_Acid,sep,0.018742
Gummy,Glucosamine|Chondroitine,sep,0.100485
Softgels,Glucosamine|Chondroitine,sep,0.007303
Tablets,Glucosamine|Chondroitine,sep,2.776009
Capsules,Glucosamine|Chondroitine,sep,3.386776
Powder,Glucosamine|Chondroitine,sep,0.142739
Other,Glucosamine|Chondroitine,sep,0.041471
Gummy,MSM,sep,0.0
Softgels,MSM,sep,0.0
Tablets,MSM,sep,2.0845
Capsules,MSM,sep,2.217401
Powder,MSM,sep,0.978643
Other,MSM,sep,0.027323
Gummy,Fish_Oil,sep,2.15945
Softgels,Fish_Oil,sep,11.853407
Tablets,Fish_Oil,sep,0.0
Capsules,Fish_Oil,sep,1.158227
Powder,Fish_Oil,sep,0.073818
Other,Fish_Oil,sep,0.015574
Gummy,Krill_Oil,sep,0.0
Softgels,Krill_Oil,sep,1.645284
Tablets,Krill_Oil,sep,0.0
Capsules,Krill_Oil,sep,0.489379
Powder,Krill_Oil,sep,0.0
Other,Krill_Oil,sep,0.0
Gummy,Flaxseed,sep,0.081433
Softgels,Flaxseed,sep,0.537306
Tablets,Flaxseed,sep,0.0
Capsules,Flaxseed,sep,0.941181
Powder,Flaxseed,sep,0.092735
Other,Flaxseed,sep,0.0
Gummy,Psyllium,sep,0.008378
Softgels,Psyllium,sep,0.0
Tablets,Psyllium,sep,0.0
Capsules,Psyllium,sep,2.423972
Powder,Psyllium,sep,2.136185176
Other,Psyllium,sep,0.038981
Gummy,Chromium,sep,0.002999
Softgels,Chromium,sep,0.190055
Tablets,Chromium,sep,0.848203
Capsules,Chromium,sep,1.683862
Powder,Chromium,sep,0.01499
Other,Chromium,sep,0.025347
Gummy,Dandelion,sep,0.0
Softgels,Dandelion,sep,0.006512
Tablets,Dandelion,sep,0.127169
Capsules,Dandelion,sep,2.825657
Powder,Dandelion,sep,0.127653
Other,Dandelion,sep,0.006646
Gummy,Cranberry,sep,0.685582
Softgels,Cranberry,sep,0.325741
Tablets,Cranberry,sep,0.553381
Capsules,Cranberry,sep,3.528123
Powder,Cranberry,sep,0.300655
Other,Cranberry,sep,0.009629
Gummy,Oregano,sep,0.0
Softgels,Oregano,sep,0.484616
Tablets,Oregano,sep,0.0
Capsules,Oregano,sep,0.317277
Powder,Oregano,sep,0.0
Other,Oregano,sep,0.04705
Gummy,Rhodiola_Rosea,sep,0.0
Softgels,Rhodiola_Rosea,sep,0.006035
Tablets,Rhodiola_Rosea,sep,0.101594
Capsules,Rhodiola_Rosea,sep,0.853492
Powder,Rhodiola_Rosea,sep,0.11774
Other,Rhodiola_Rosea,sep,0.005295
Gummy,Beetroot,sep,6.131419
Softgels,Beetroot,sep,0.0
Tablets,Beetroot,sep,0.0
Capsules,Beetroot,sep,0.413507
Powder,Beetroot,sep,0.265762
Other,Beetroot,sep,0.0
Gummy,Zeaxanthin,sep,0.060215
Softgels,Zeaxanthin,sep,1.763532
Tablets,Zeaxanthin,sep,0.287528
Capsules,Zeaxanthin,sep,0.679238
Powder,Zeaxanthin,sep,0.010558
Other,Zeaxanthin,sep,0.014474
Gummy,Astaxanthin,sep,0.0
Softgels,Astaxanthin,sep,1.701505
Tablets,Astaxanthin,sep,0.001313
Capsules,Astaxanthin,sep,0.724823
Powder,Astaxanthin,sep,0.0
Other,Astaxanthin,sep,0.0
Gummy,Bacopa,sep,0.0
Softgels,Bacopa,sep,0.0
Tablets,Bacopa,sep,0.089693
Capsules,Bacopa,sep,2.983012
Powder,Bacopa,sep,0.235609
Other,Bacopa,sep,0.017448
Gummy,Sodium,sep,0.0
Softgels,Sodium,sep,0.104684
Tablets,Sodium,sep,0.279568
Capsules,Sodium,sep,1.118217
Powder,Sodium,sep,1.973379
Other,Sodium,sep,0.0
Gummy,Capsimax,sep,0.0
Softgels,Capsimax,sep,0.0
Tablets,Capsimax,sep,0.0
Capsules,Capsimax,sep,0.514982
Powder,Capsimax,sep,0.0
Other,Capsimax,sep,0.0
Gummy,Glycine,sep,0.0
Softgels,Glycine,sep,0.154053
Tablets,Glycine,sep,0.016627
Capsules,Glycine,sep,0.347333
Powder,Glycine,sep,0.100677
Other,Glycine,sep,0.0
Gummy,Glandular,sep,0.037067
Softgels,Glandular,sep,0.0
Tablets,Glandular,sep,0.591395
Capsules,Glandular,sep,5.228574
Powder,Glandular,sep,1.080753
Other,Glandular,sep,0.040886
Gummy,Taurine,sep,0.0
Softgels,Taurine,sep,0.0
Tablets,Taurine,sep,0.136589
Capsules,Taurine,sep,0.06492
Powder,Taurine,sep,0.811241
Other,Taurine,sep,0.010395
Gummy,Betaine,sep,0.0
Softgels,Betaine,sep,0.024292
Tablets,Betaine,sep,0.154625
Capsules,Betaine,sep,0.64090906
Powder,Betaine,sep,0.034597
Other,Betaine,sep,0.0
Gummy,Guarana,sep,0.0
Softgels,Guarana,sep,0.0
Tablets,Guarana,sep,0.0
Capsules,Guarana,sep,0.092904
Powder,Guarana,sep,0.011849
Other,Guarana,sep,0.0
Gummy,Ceramides,sep,0.05666
Softgels,Ceramides,sep,0.0
Tablets,Ceramides,sep,0.0
Capsules,Ceramides,sep,0.048632
Powder,Ceramides,sep,0.006567
Other,Ceramides,sep,0.003081
Gummy,Boron,sep,0.0
Softgels,Boron,sep,0.129761
Tablets,Boron,sep,0.496584
Capsules,Boron,sep,0.767056
Powder,Boron,sep,0.036238
Other,Boron,sep,0.014474
Gummy,Boswellia,sep,0.0
Softgels,Boswellia,sep,0.178145
Tablets,Boswellia,sep,0.882835
Capsules,Boswellia,sep,1.435189
Powder,Boswellia,sep,0.078241
Other,Boswellia,sep,0.00602
Gummy,Gotu Kola,sep,0.0
Softgels,Gotu Kola,sep,0.0
Tablets,Gotu Kola,sep,0.097971
Capsules,Gotu Kola,sep,0.281208
Powder,Gotu Kola,sep,0.007244
Other,Gotu Kola,sep,0.0
Gummy,Hawthorn,sep,0.0
Softgels,Hawthorn,sep,0.0
Tablets,Hawthorn,sep,0.395642
Capsules,Hawthorn,sep,0.381629
Powder,Hawthorn,sep,0.013658
Other,Hawthorn,sep,0.015618
Gummy,Tongkat Ali,sep,0.0
Softgels,Tongkat Ali,sep,0.0
Tablets,Tongkat Ali,sep,0.0
Capsules,Tongkat Ali,sep,0.260256
Powder,Tongkat Ali,sep,0.213675
Other,Tongkat Ali,sep,0.0
Gummy,Eurycoma longifolia,sep,0.0
Softgels,Eurycoma longifolia,sep,0.0
Tablets,Eurycoma longifolia,sep,0.0
Capsules,Eurycoma longifolia,sep,0.102792
Powder,Eurycoma longifolia,sep,0.0
Other,Eurycoma longifolia,sep,0.0
Gummy,Fadogia agrestis,sep,0.0
Softgels,Fadogia agrestis,sep,0.0
Tablets,Fadogia agrestis,sep,0.0
Capsules,Fadogia agrestis,sep,0.085267
Powder,Fadogia agrestis,sep,0.0
Other,Fadogia agrestis,sep,0.0
Gummy,L-Glutathione,sep,0.0
Softgels,L-Glutathione,sep,0.33565
Tablets,L-Glutathione,sep,0.032704
Capsules,L-Glutathione,sep,1.045228
Powder,L-Glutathione,sep,0.032413
Other,L-Glutathione,sep,0.0
Gummy,Coleus forskohlii,sep,0.0
Softgels,Coleus forskohlii,sep,0.0
Tablets,Coleus forskohlii,sep,0.0
Capsules,Coleus forskohlii,sep,0.394769
Powder,Coleus forskohlii,sep,0.017178
Other,Coleus forskohlii,sep,0.0
Gummy,DHEA,sep,0.0
Softgels,DHEA,sep,0.0
Tablets,DHEA,sep,0.136589
Capsules,DHEA,sep,0.087971
Powder,DHEA,sep,0.0
Other,DHEA,sep,0.0
Gummy,Protein,sep,0.0
Softgels,Protein,sep,0.00567
Tablets,Protein,sep,0.0
Capsules,Protein,sep,0.009785
Powder,Protein,sep,3.927429
Other,Protein,sep,0.0
Gummy,Nitric Oxide,sep,0.0
Softgels,Nitric Oxide,sep,0.0
Tablets,Nitric Oxide,sep,0.202438
Capsules,Nitric Oxide,sep,0.405126
Powder,Nitric Oxide,sep,1.009432
Other,Nitric Oxide,sep,0.010795
Gummy,Olive Leaf,sep,0.0
Softgels,Olive Leaf,sep,0.902747
Tablets,Olive Leaf,sep,0.0
Capsules,Olive Leaf,sep,1.545318
Powder,Olive Leaf,sep,0.014277
Other,Olive Leaf,sep,0.008503
Gummy,Tart Cherry,sep,0.464761
Softgels,Tart Cherry,sep,0.008564
Tablets,Tart Cherry,sep,0.15297
Capsules,Tart Cherry,sep,0.546873
Powder,Tart Cherry,sep,0.003106
Other,Tart Cherry,sep,0.0
Gummy,Neem,sep,0.0
Softgels,Neem,sep,0.0
Tablets,Neem,sep,0.019968
Capsules,Neem,sep,0.097047
Powder,Neem,sep,0.055906
Other,Neem,sep,0.016423
Gummy,Pycnogenol,sep,0.0
Softgels,Pycnogenol,sep,0.0
Tablets,Pycnogenol,sep,0.005516
Capsules,Pycnogenol,sep,0.351385
Powder,Pycnogenol,sep,0.0
Other,Pycnogenol,sep,0.0
Gummy,Vitamin K,sep,0.733934
Softgels,Vitamin K,sep,0.763692
Tablets,Vitamin K,sep,0.879315
Capsules,Vitamin K,sep,3.722411
Powder,Vitamin K,sep,0.044333
Other,Vitamin K,sep,0.014474
Gummy,Sea_Moss,oct,0.11532758071428571
Softgels,Sea_Moss,oct,0.077397
Tablets,Sea_Moss,oct,0.55093
Capsules,Sea_Moss,oct,1.3036260939285715
Powder,Sea_Moss,oct,0.4908043714285714
Other,Sea_Moss,oct,0.006771226666666666
Gummy,ACV,oct,3.3220079457142857
Softgels,ACV,oct,0.0
Tablets,ACV,oct,0.032290245
Capsules,ACV,oct,2.4862639929047616
Powder,ACV,oct,0.19943761
Other,ACV,oct,0.0
Gummy,Copper,oct,0.002008191666666666
Softgels,Copper,oct,0.182886
Tablets,Copper,oct,1.68571817375
Capsules,Copper,oct,1.4323839675
Powder,Copper,oct,0.014247499999999998
Other,Copper,oct,0.002355
Gummy,Manganese,oct,0.097074
Softgels,Manganese,oct,0.0
Tablets,Manganese,oct,1.513455230892857
Capsules,Manganese,oct,0.9935850275
Powder,Manganese,oct,0.132863
Other,Manganese,oct,0.015366316666666666
Gummy,Potassium,oct,0.28398
Softgels,Potassium,oct,0.20008
Tablets,Potassium,oct,1.2741753649999998
Capsules,Potassium,oct,1.9287354230357143
Powder,Potassium,oct,3.689666262964286
Other,Potassium,oct,0.035842
Gummy,Melatonin,oct,1.650087
Softgels,Melatonin,oct,0.0
Tablets,Melatonin,oct,0.5291256614285714
Capsules,Melatonin,oct,0.7010412496428571
Powder,Melatonin,oct,0.001615
Other,Melatonin,oct,0.0
Gummy,Ashwagandha,oct,0.966324784
Softgels,Ashwagandha,oct,0.04211206
Tablets,Ashwagandha,oct,0.2709415766666667
Capsules,Ashwagandha,oct,3.6317718587619043
Powder,Ashwagandha,oct,1.9631308195833332
Other,Ashwagandha,oct,0.024459614166666668
Gummy,Collagen,oct,0.8213993984523809
Softgels,Collagen,oct,0.241292
Tablets,Collagen,oct,1.66637372125
Capsules,Collagen,oct,4.710895493595239
Powder,Collagen,oct,14.352865373166665
Other,Collagen,oct,0.0120496
Gummy,Red Weed,oct,0.016444825
Softgels,Red Weed,oct,0.0
Tablets,Red Weed,oct,0.0
Capsules,Red Weed,oct,0.226651365
Powder,Red Weed,oct,0.15181102857142856
Other,Red Weed,oct,0.0
Gummy,Greens,oct,0.34014789166666665
Softgels,Greens,oct,1.245971529642857
Tablets,Greens,oct,2.302662413630952
Capsules,Greens,oct,5.186970073059523
Powder,Greens,oct,5.903558718714286
Other,Greens,oct,0.032710156666666663
Gummy,Greens_Broccoli,oct,0.263248
Softgels,Greens_Broccoli,oct,0.0
Tablets,Greens_Broccoli,oct,1.1466966775
Capsules,Greens_Broccoli,oct,0.56362936875
Powder,Greens_Broccoli,oct,0.23367636375000003
Other,Greens_Broccoli,oct,0.0
Gummy,Greens_Barley,oct,0.0
Softgels,Greens_Barley,oct,0.0
Tablets,Greens_Barley,oct,0.54302536
Capsules,Greens_Barley,oct,0.0052022057142857145
Powder,Greens_Barley,oct,0.15257540023809524
Other,Greens_Barley,oct,0.0
Gummy,Greens_Collard,oct,0.0
Softgels,Greens_Collard,oct,0.0
Tablets,Greens_Collard,oct,0.0
Capsules,Greens_Collard,oct,0.0
Powder,Greens_Collard,oct,0.0
Other,Greens_Collard,oct,0.0
Gummy,Greens_Chlorella,oct,0.0
Softgels,Greens_Chlorella,oct,0.104674
Tablets,Greens_Chlorella,oct,0.8048046267261906
Capsules,Greens_Chlorella,oct,0.6420208916666668
Powder,Greens_Chlorella,oct,2.019908304190476
Other,Greens_Chlorella,oct,0.0
Gummy,Greens_Spirulina,oct,0.0
Softgels,Greens_Spirulina,oct,0.0
Tablets,Greens_Spirulina,oct,0.9277428758333334
Capsules,Greens_Spirulina,oct,0.9133192148809524
Powder,Greens_Spirulina,oct,3.3786125757857146
Other,Greens_Spirulina,oct,0.002752
Gummy,Greens_Spinach,oct,0.263248
Softgels,Greens_Spinach,oct,0.153729
Tablets,Greens_Spinach,oct,0.844155
Capsules,Greens_Spinach,oct,0.94454543125
Powder,Greens_Spinach,oct,0.26404938125
Other,Greens_Spinach,oct,0.0
Gummy,Greens_Kale,oct,0.168723
Softgels,Greens_Kale,oct,0.0
Tablets,Greens_Kale,oct,0.533054
Capsules,Greens_Kale,oct,0.95162168125
Powder,Greens_Kale,oct,0.32154769375
Other,Greens_Kale,oct,0.008978
Gummy,Greens_Wheatgrass,oct,0.0
Softgels,Greens_Wheatgrass,oct,0.0
Tablets,Greens_Wheatgrass,oct,0.27368
Capsules,Greens_Wheatgrass,oct,0.065883
Powder,Greens_Wheatgrass,oct,1.2993081141666667
Other,Greens_Wheatgrass,oct,0.0
Gummy,Greens_alfa,oct,0.0
Softgels,Greens_alfa,oct,0.0
Tablets,Greens_alfa,oct,0.60278336
Capsules,Greens_alfa,oct,0.6871060400000001
Powder,Greens_alfa,oct,0.1335270825
Other,Greens_alfa,oct,0.0
Gummy,Greens_Chlorophyll,oct,0.0
Softgels,Greens_Chlorophyll,oct,0.0
Tablets,Greens_Chlorophyll,oct,0.0
Capsules,Greens_Chlorophyll,oct,0.0
Powder,Greens_Chlorophyll,oct,0.0
Other,Greens_Chlorophyll,oct,0.0
Gummy,Artichoke,oct,0.0
Softgels,Artichoke,oct,0.006001
Tablets,Artichoke,oct,0.178795
Capsules,Artichoke,oct,2.2459804835357144
Powder,Artichoke,oct,0.10407753624999999
Other,Artichoke,oct,0.002458
Gummy,Brown Weed,oct,0.016444825
Softgels,Brown Weed,oct,0.104674
Tablets,Brown Weed,oct,1.132401
Capsules,Brown Weed,oct,0.8387733537499998
Powder,Brown Weed,oct,0.16216002857142855
Other,Brown Weed,oct,0.0033313875
Gummy,Omega3,oct,5.6032288648333335
Softgels,Omega3,oct,16.308382829547618
Tablets,Omega3,oct,0.448729
Capsules,Omega3,oct,4.7619289191071426
Powder,Omega3,oct,0.337986105
Other,Omega3,oct,0.07133685166666667
Gummy,Hemp,oct,0.8497838869642858
Softgels,Hemp,oct,0.02468878625
Tablets,Hemp,oct,0.01104586
Capsules,Hemp,oct,0.10676648660714287
Powder,Hemp,oct,0.03119585
Other,Hemp,oct,0.0
Gummy,Resveratrol,oct,0.0
Softgels,Resveratrol,oct,0.03915139566666667
Tablets,Resveratrol,oct,0.69055645
Capsules,Resveratrol,oct,2.0034444138095235
Powder,Resveratrol,oct,0.2618655471428571
Other,Resveratrol,oct,0.0074066
Gummy,Black_cohosh,oct,0.168723
Softgels,Black_cohosh,oct,0.0
Tablets,Black_cohosh,oct,0.002544
Capsules,Black_cohosh,oct,0.35303992333333334
Powder,Black_cohosh,oct,0.0
Other,Black_cohosh,oct,0.001539
Gummy,Mushrooms,oct,0.022857284999999995
Softgels,Mushrooms,oct,0.005498
Tablets,Mushrooms,oct,0.8487029137500001
Capsules,Mushrooms,oct,3.3632839477738097
Powder,Mushrooms,oct,1.4501787858333335
Other,Mushrooms,oct,0.054588
Gummy,Superfruits,oct,4.7346688600833335
Softgels,Superfruits,oct,0.0
Tablets,Superfruits,oct,0.069705
Capsules,Superfruits,oct,2.01270581625
Powder,Superfruits,oct,1.0262627675
Other,Superfruits,oct,0.069161425
Gummy,B9,oct,5.864276164285714
Softgels,B9,oct,1.37963506
Tablets,B9,oct,5.530973
Capsules,B9,oct,9.216345106964287
Powder,B9,oct,0.219607
Other,B9,oct,0.04660515666666666
Gummy,B7,oct,6.144279281785715
Softgels,B7,oct,1.433848
Tablets,B7,oct,2.589813057142857
Capsules,B7,oct,5.46105327
Powder,B7,oct,0.486229162
Other,B7,oct,0.024967316666666666
Gummy,B12,oct,9.35463325
Softgels,B12,oct,0.96823906
Tablets,B12,oct,6.871761407499999
Capsules,B12,oct,9.0978975345
Powder,B12,oct,0.571633
Other,B12,oct,0.038418704166666665
Gummy,B5,oct,0.385861
Softgels,B5,oct,0.371659
Tablets,B5,oct,1.37136597
Capsules,B5,oct,2.63527380125
Powder,B5,oct,0.101088
Other,B5,oct,0.0
Gummy,B6,oct,4.16712025
Softgels,B6,oct,0.22767806
Tablets,B6,oct,2.222421765714286
Capsules,B6,oct,6.351424245714286
Powder,B6,oct,0.270068
Other,B6,oct,0.015366316666666666
Gummy,B3,oct,0.269586
Softgels,B3,oct,0.155909
Tablets,B3,oct,1.824482
Capsules,B3,oct,4.777419037321429
Powder,B3,oct,0.740629
Other,B3,oct,0.03176026666666667
Gummy,B2,oct,0.102914
Softgels,B2,oct,0.104674
Tablets,B2,oct,2.132944
Capsules,B2,oct,3.9794693657142854
Powder,B2,oct,0.0
Other,B2,oct,0.023231316666666665
Gummy,B8,oct,0.364658
Softgels,B8,oct,0.0
Tablets,B8,oct,1.001344
Capsules,B8,oct,1.84425203125
Powder,B8,oct,0.582107
Other,B8,oct,0.015612
Gummy,Phosphatidylserine,oct,0.704925
Softgels,Phosphatidylserine,oct,1.7181927271071429
Tablets,Phosphatidylserine,oct,0.0
Capsules,Phosphatidylserine,oct,3.05829912625
Powder,Phosphatidylserine,oct,0.013220520000000001
Other,Phosphatidylserine,oct,0.002088
Gummy,Gaba,oct,0.009933
Softgels,Gaba,oct,0.016037
Tablets,Gaba,oct,0.052186
Capsules,Gaba,oct,0.51075787
Powder,Gaba,oct,0.001615
Other,Gaba,oct,0.011414
Gummy,Black Pepper,oct,0.21761268
Softgels,Black Pepper,oct,0.540975
Tablets,Black Pepper,oct,0.3930394991666667
Capsules,Black Pepper,oct,6.270846689428572
Powder,Black Pepper,oct,1.68659237625
Other,Black Pepper,oct,0.0
Gummy,Fenugreek,oct,0.0
Softgels,Fenugreek,oct,0.0
Tablets,Fenugreek,oct,0.0
Capsules,Fenugreek,oct,0.34702707
Powder,Fenugreek,oct,0.008697
Other,Fenugreek,oct,0.0
Gummy,Cinnamon,oct,0.14034428399999999
Softgels,Cinnamon,oct,0.239685
Tablets,Cinnamon,oct,0.2758811455357143
Capsules,Cinnamon,oct,1.5019960034642854
Powder,Cinnamon,oct,0.2774437738095238
Other,Cinnamon,oct,0.012517828571428573
Gummy,Garlic,oct,0.170972
Softgels,Garlic,oct,0.38617294928571433
Tablets,Garlic,oct,0.507334175
Capsules,Garlic,oct,1.7549664270238094
Powder,Garlic,oct,0.002937
Other,Garlic,oct,0.027543
Gummy,Turmeric|Curcumin,oct,0.5768315657142857
Softgels,Turmeric|Curcumin,oct,1.1338009471428572
Tablets,Turmeric|Curcumin,oct,1.9359954314999999
Capsules,Turmeric|Curcumin,oct,9.204916645940477
Powder,Turmeric|Curcumin,oct,0.5983241367857143
Other,Turmeric|Curcumin,oct,0.0189304
Gummy,Elderberry,oct,4.650183860083334
Softgels,Elderberry,oct,0.0
Tablets,Elderberry,oct,0.05512
Capsules,Elderberry,oct,1.7771725562499998
Powder,Elderberry,oct,0.8157429275
Other,Elderberry,oct,0.06381342500000001
Gummy,Echinacea,oct,0.9634671125000001
Softgels,Echinacea,oct,0.016057
Tablets,Echinacea,oct,0.450704
Capsules,Echinacea,oct,0.49647583428571423
Powder,Echinacea,oct,0.02499375
Other,Echinacea,oct,0.0239908
Gummy,Milk_Thistle,oct,0.0
Softgels,Milk_Thistle,oct,0.188224
Tablets,Milk_Thistle,oct,0.055519
Capsules,Milk_Thistle,oct,4.237624979880953
Powder,Milk_Thistle,oct,0.33977637208333333
Other,Milk_Thistle,oct,0.00570694
Gummy,Omega6,oct,0.0590262175
Softgels,Omega6,oct,1.1033687512500001
Tablets,Omega6,oct,0.13336351999999999
Capsules,Omega6,oct,2.9857266476785713
Powder,Omega6,oct,0.8154785873809525
Other,Omega6,oct,0.14600022999999998
Gummy,Magnesium,oct,1.378613
Softgels,Magnesium,oct,0.723981
Tablets,Magnesium,oct,6.796551685
Capsules,Magnesium,oct,17.2784642305
Powder,Magnesium,oct,2.6637319967142856
Other,Magnesium,oct,0.045873387499999994
Gummy,Zinc,oct,10.586853496869049
Softgels,Zinc,oct,1.53806277
Tablets,Zinc,oct,5.026399560892858
Capsules,Zinc,oct,10.434926078273808
Powder,Zinc,oct,1.0748464515
Other,Zinc,oct,0.09027150416666667
Gummy,Selenium,oct,0.385785
Softgels,Selenium,oct,0.108367
Tablets,Selenium,oct,2.2433527751785713
Capsules,Selenium,oct,2.38289828375
Powder,Selenium,oct,0.010106
Other,Selenium,oct,0.058847387499999994
Gummy,L-Theanine,oct,0.056761
Softgels,L-Theanine,oct,0.025814
Tablets,L-Theanine,oct,0.07178
Capsules,L-Theanine,oct,2.690925729642857
Powder,L-Theanine,oct,0.14806412
Other,L-Theanine,oct,0.013502
Gummy,COQ10,oct,1.2805653599999998
Softgels,COQ10,oct,4.606366915333333
Tablets,COQ10,oct,0.8846732199999999
Capsules,COQ10,oct,2.4565505645238095
Powder,COQ10,oct,0.0
Other,COQ10,oct,0.0
Gummy,BHB_rasp_ketones,oct,0.00538648
Softgels,BHB_rasp_ketones,oct,0.089958375
Tablets,BHB_rasp_ketones,oct,0.2723036
Capsules,BHB_rasp_ketones,oct,1.8917098073214287
Powder,BHB_rasp_ketones,oct,1.050873899047619
Other,BHB_rasp_ketones,oct,0.0899106525
Gummy,MCT,oct,0.010428116666666666
Softgels,MCT,oct,0.31670081625
Tablets,MCT,oct,0.0
Capsules,MCT,oct,0.7476278909523809
Powder,MCT,oct,1.7889324050119049
Other,MCT,oct,0.0
Gummy,Green_coffee,oct,0.00382452
Softgels,Green_coffee,oct,0.0
Tablets,Green_coffee,oct,0.130465
Capsules,Green_coffee,oct,0.9482901303571428
Powder,Green_coffee,oct,0.9615946400000001
Other,Green_coffee,oct,0.0
Gummy,Green_tea,oct,0.00428162
Softgels,Green_tea,oct,0.065158
Tablets,Green_tea,oct,0.15991994285714287
Capsules,Green_tea,oct,4.388800807285714
Powder,Green_tea,oct,1.10709563125
Other,Green_tea,oct,0.001596
Gummy,Garcinia_cambogia,oct,0.00382452
Softgels,Garcinia_cambogia,oct,0.01229
Tablets,Garcinia_cambogia,oct,0.0553665
Capsules,Garcinia_cambogia,oct,0.4470068642857143
Powder,Garcinia_cambogia,oct,0.122802
Other,Garcinia_cambogia,oct,0.003862393333333333
Gummy,L-Carnitine,oct,0.0
Softgels,L-Carnitine,oct,0.06406784
Tablets,L-Carnitine,oct,0.171436
Capsules,L-Carnitine,oct,2.05544640425
Powder,L-Carnitine,oct,1.0721273066071428
Other,L-Carnitine,oct,0.010396
Gummy,Kava,oct,0.0
Softgels,Kava,oct,0.0
Tablets,Kava,oct,0.0
Capsules,Kava,oct,0.13042949547619048
Powder,Kava,oct,0.13519807
Other,Kava,oct,0.022062612857142855
Gummy,Lutein,oct,0.07715671
Softgels,Lutein,oct,3.0474804225
Tablets,Lutein,oct,1.19055219
Capsules,Lutein,oct,1.5896075114285713
Powder,Lutein,oct,0.014247499999999998
Other,Lutein,oct,0.015366316666666666
Gummy,Saw_Palmetto,oct,0.04621525
Softgels,Saw_Palmetto,oct,0.50395352075
Tablets,Saw_Palmetto,oct,0.8106498083333333
Capsules,Saw_Palmetto,oct,2.620750650059524
Powder,Saw_Palmetto,oct,0.03420112232142857
Other,Saw_Palmetto,oct,0.013463
Gummy,Berberine,oct,0.0
Softgels,Berberine,oct,0.0
Tablets,Berberine,oct,0.07233005
Capsules,Berberine,oct,1.1031672707142859
Powder,Berberine,oct,0.0034552800000000002
Other,Berberine,oct,0.0
Gummy,Ginkgo_Biloba,oct,0.0
Softgels,Ginkgo_Biloba,oct,0.0
Tablets,Ginkgo_Biloba,oct,0.56605411625
Capsules,Ginkgo_Biloba,oct,0.7847869716666666
Powder,Ginkgo_Biloba,oct,0.14693441625
Other,Ginkgo_Biloba,oct,0.0
Gummy,Enzymes,oct,0.046211
Softgels,Enzymes,oct,0.12969549583333334
Tablets,Enzymes,oct,2.039522842857143
Capsules,Enzymes,oct,8.950477025583334
Powder,Enzymes,oct,2.230251818666667
Other,Enzymes,oct,0.007083
Gummy,L-arginine,oct,0.0
Softgels,L-arginine,oct,0.0
Tablets,L-arginine,oct,0.622126
Capsules,L-arginine,oct,1.0392898716666665
Powder,L-arginine,oct,1.37109
Other,L-arginine,oct,0.027929176666666666
Gummy,L-Glutamine,oct,0.0
Softgels,L-Glutamine,oct,0.0
Tablets,L-Glutamine,oct,0.30897626
Capsules,L-Glutamine,oct,0.6156155014285715
Powder,L-Glutamine,oct,1.1729571666666667
Other,L-Glutamine,oct,0.007808
Gummy,L-Lysine,oct,0.1251
Softgels,L-Lysine,oct,0.0
Tablets,L-Lysine,oct,0.86552597
Capsules,L-Lysine,oct,0.682718
Powder,L-Lysine,oct,0.13351
Other,L-Lysine,oct,0.019519
Gummy,Creatine,oct,0.0
Softgels,Creatine,oct,0.0
Tablets,Creatine,oct,0.8453337900000001
Capsules,Creatine,oct,0.7415582975
Powder,Creatine,oct,4.927597726
Other,Creatine,oct,0.021151
Gummy,Cayenne,oct,0.0
Softgels,Cayenne,oct,0.0
Tablets,Cayenne,oct,0.032290245
Capsules,Cayenne,oct,1.0035504580357142
Powder,Cayenne,oct,0.30828361
Other,Cayenne,oct,0.0076669500000000005
Gummy,Citrulline,oct,0.0
Softgels,Citrulline,oct,0.0
Tablets,Citrulline,oct,0.113336
Capsules,Citrulline,oct,0.391744
Powder,Citrulline,oct,1.470267306607143
Other,Citrulline,oct,0.0
Gummy,VitaminD,oct,9.25830707
Softgels,VitaminD,oct,5.77269294625
Tablets,VitaminD,oct,6.813903002321428
Capsules,VitaminD,oct,12.111385592083336
Powder,VitaminD,oct,1.3597840775
Other,VitaminD,oct,0.11750515666666667
Gummy,Iron,oct,0.384063
Softgels,Iron,oct,0.682902
Tablets,Iron,oct,4.8947283775
Capsules,Iron,oct,7.571073150416667
Powder,Iron,oct,0.00497772
Other,Iron,oct,0.025008156666666666
Gummy,Iodine,oct,0.442104
Softgels,Iodine,oct,0.318685
Tablets,Iodine,oct,1.3897917657142858
Capsules,Iodine,oct,1.7526778514166665
Powder,Iodine,oct,0.007323
Other,Iodine,oct,0.060869747023809526
Gummy,StJohns_Wort,oct,0.0
Softgels,StJohns_Wort,oct,0.0
Tablets,StJohns_Wort,oct,0.0
Capsules,StJohns_Wort,oct,0.47250098374999994
Powder,StJohns_Wort,oct,0.0
Other,StJohns_Wort,oct,0.003774
Gummy,Calcium,oct,1.5678618685714285
Softgels,Calcium,oct,1.36930506
